ID,Medicine,Ocular,Glaucoma,"Ret Inj",Alias,Description,"Rx Req",Alert,"RxNorm Code","FDB Id"
398,Ahamed,0,0,0,,,0,0,,
399,"Ahedo De Hext",0,0,0,,,0,0,,
400,Ahlstrom,0,0,0,,,0,0,,
401,Ahmed,0,0,0,,,0,0,,
454,Ahn,0,0,0,,,0,0,,
455,Ahrens,0,0,0,,,0,0,,
456,Ahumada,0,0,0,,,0,0,,
457,Aidukas,0,0,0,,,0,0,,
458,Aiello,0,0,0,,,0,0,,
459,Aigner,0,0,0,,,0,0,,
460,Ailabouni,0,0,0,,,0,0,,
161,AK-Con-A,0,0,0,,,0,0,,
461,Akens,0,0,0,,,0,0,,
462,Akerlund,0,0,0,,,0,0,,
463,Akey,0,0,0,,,0,0,,
464,Akinbayode,0,0,0,,,0,0,,
162,Akten,0,0,0,,,0,0,809470,
402,"AL Hassen",0,0,0,,,0,0,,
403,Alama,0,0,0,,,0,0,,
163,Alamast,1,0,0,,,1,0,261443,
404,Alaniz,0,0,0,,,0,0,,
405,Alarcon,0,0,0,,,0,0,,
406,"Alas Fernandez",0,0,0,,,0,0,,
407,Albor,0,0,0,,,0,0,,
408,Albrecht,0,0,0,,,0,0,,
409,Albright,0,0,0,,,0,0,,
465,Albritton,0,0,0,,,0,0,,
12,"Albuterol inhaler",0,0,0,,,0,0,,
466,Alcala,0,0,0,,,0,0,,
8,Aldactone,0,0,0,,,0,0,151317,
467,Aldana,0,0,0,,,0,0,,
468,Alderman,0,0,0,,,0,0,,
410,Aldrete,0,0,0,,,0,0,,
411,Aldrich,0,0,0,,,0,0,,
412,Alejandre,0,0,0,,,0,0,,
413,Aleman,0,0,0,,,0,0,,
414,Alex,0,0,0,,,0,0,,
415,Alexander,0,0,0,,,0,0,,
416,Alexrod,0,0,0,,,0,0,,
417,Alfano,0,0,0,,,0,0,,
418,Alfaro,0,0,0,,,0,0,,
469,Alferes,0,0,0,,,0,0,,
470,Alfonso,0,0,0,,,0,0,,
471,Alford,0,0,0,,,0,0,,
472,Alhadeff,0,0,0,,,0,0,,
473,Alician,0,0,0,,,0,0,,
474,Alivla,0,0,0,,,0,0,,
475,Aljamal,0,0,0,,,0,0,,
476,Allan,0,0,0,,,0,0,,
477,Allbee,0,0,0,,,0,0,,
9,Allegra,0,0,0,,,0,0,324026,
419,Allen,0,0,0,,,0,0,,
420,Allender,0,0,0,,,0,0,,
421,Alleva,0,0,0,,,0,0,,
422,Alley,0,0,0,,,0,0,,
10,Alli,0,0,0,,,0,0,708361,
423,Almathil,0,0,0,,,0,0,,
424,Almeida,0,0,0,,,0,0,,
425,Almeyeda,0,0,0,,,0,0,,
478,Alms,0,0,0,,,0,0,,
266,Alocril,1,0,0,,,1,0,262233,
267,Alomide,1,0,0,,,1,0,71901,
479,Alonso,0,0,0,,,0,0,,
480,Alonzo,0,0,0,,,0,0,,
481,Alosi-Goldman,0,0,0,,,0,0,,
482,Alpert,0,0,0,,,0,0,,
164,Alphagan,0,0,0,,,0,0,153358,
268,"Alphagan P",1,0,0,,,1,0,,
483,Alpizar,0,0,0,,,0,0,,
165,Alrex,1,0,0,,,1,0,215176,
484,Altamirano,0,0,0,,,0,0,,
485,Altieri,0,0,0,,,0,0,,
486,Alton,0,0,0,,,0,0,,
487,Altonia,0,0,0,,,0,0,,
11,"Alupent inhalation Aerosol",0,0,0,,,0,0,,
426,Alvarado,0,0,0,,,0,0,,
427,"Alvarado De Manriquez",0,0,0,,,0,0,,
428,"Alvarado De Ramos",0,0,0,,,0,0,,
429,Alvarez,0,0,0,,,0,0,,
488,"Alvarez De Torres",0,0,0,,,0,0,,
489,"Alvarez Gonzalez",0,0,0,,,0,0,,
490,Alverez,0,0,0,,,0,0,,
430,"Alves De Souza",0,0,0,,,0,0,,
431,Alvey,0,0,0,,,0,0,,
432,Alvillar,0,0,0,,,0,0,,
433,Alvizures,0,0,0,,,0,0,,
434,Alvizurez,0,0,0,,,0,0,,
435,Amador,0,0,0,,,0,0,,
436,Amaro,0,0,0,,,0,0,,
241,Amaryl,0,0,0,,,0,0,153592,
437,Amato,0,0,0,,,0,0,,
438,Ambartoumian,0,0,0,,,0,0,,
13,Ambien,0,0,0,,,0,0,131725,
439,"Ambler Klaasen",0,0,0,,,0,0,,
440,Ambriz,0,0,0,,,0,0,,
441,Amendola,0,0,0,,,0,0,,
15,Amitiza,0,0,0,,,0,0,615205,
330,Amlodipine,0,0,0,,,0,0,17767,
442,Ammerman,0,0,0,,,0,0,,
491,Ammeter,0,0,0,,,0,0,,
492,Amodeo,0,0,0,,,0,0,,
493,Amorin,0,0,0,,,0,0,,
16,Amoxil,0,0,0,,,0,0,203169,
494,Amzalak,0,0,0,,,0,0,,
495,Anastasi,0,0,0,,,0,0,,
496,Ancheta,0,0,0,,,0,0,,
497,Anciso,0,0,0,,,0,0,,
498,Andaya,0,0,0,,,0,0,,
499,Anderberg,0,0,0,,,0,0,,
500,Anders,0,0,0,,,0,0,,
443,Anderson,0,0,0,,,0,0,,
501,Anderton,0,0,0,,,0,0,,
502,Andrade,0,0,0,,,0,0,,
503,"Andrade Flores",0,0,0,,,0,0,,
504,"Andrade Jimenez",0,0,0,,,0,0,,
505,"Andrade Noyola",0,0,0,,,0,0,,
506,Andreas,0,0,0,,,0,0,,
444,Andrew,0,0,0,,,0,0,,
445,Andrews,0,0,0,,,0,0,,
446,Andrich,0,0,0,,,0,0,,
249,Androgel,0,0,0,,,0,0,261448,
447,Androshak,0,0,0,,,0,0,,
448,Andrunas,0,0,0,,,0,0,,
449,Aner,0,0,0,,,0,0,,
450,Angel,0,0,0,,,0,0,,
451,Angeles,0,0,0,,,0,0,,
452,"Anguiano Arevalo",0,0,0,,,0,0,,
453,Angulo,0,0,0,,,0,0,,
507,Angus,0,0,0,,,0,0,,
508,Aniasco,0,0,0,,,0,0,,
509,Ankeney,0,0,0,,,0,0,,
510,Ankney,0,0,0,,,0,0,,
511,Annick,0,0,0,,,0,0,,
512,Anson,0,0,0,,,0,0,,
513,Ansonoff,0,0,0,,,0,0,,
514,Antal,0,0,0,,,0,0,,
515,Antener,0,0,0,,,0,0,,
516,Antes,0,0,0,,,0,0,,
517,Anthony,0,0,0,,,0,0,,
518,Antilla,0,0,0,,,0,0,,
232,Antivert,0,0,0,,,0,0,91818,
519,Antoine,0,0,0,,,0,0,,
520,Anton,0,0,0,,,0,0,,
521,Antonio,0,0,0,,,0,0,,
522,Antonucci,0,0,0,,,0,0,,
523,Antunez,0,0,0,,,0,0,,
524,Anunciation,0,0,0,,,0,0,,
525,Aparicio,0,0,0,,,0,0,,
526,Apple,0,0,0,,,0,0,,
596,Applegate,0,0,0,,,0,0,,
269,Apraclonidine,1,0,0,,,1,0,14845,
597,Aquino,0,0,0,,,0,0,,
598,Aquizerate,0,0,0,,,0,0,,
599,"Araburo Castelo",0,0,0,,,0,0,,
600,Aragon,0,0,0,,,0,0,,
601,"Aragon Meras",0,0,0,,,0,0,,
602,Arambula,0,0,0,,,0,0,,
603,Arana,0,0,0,,,0,0,,
604,Aranda,0,0,0,,,0,0,,
605,"Aranda De Escobar",0,0,0,,,0,0,,
606,"Aranda Jr",0,0,0,,,0,0,,
527,Arangure,0,0,0,,,0,0,,
528,Araujo,0,0,0,,,0,0,,
529,Arauz,0,0,0,,,0,0,,
530,Arbach,0,0,0,,,0,0,,
531,Arbeene,0,0,0,,,0,0,,
532,Arcaro,0,0,0,,,0,0,,
533,Arce,0,0,0,,,0,0,,
534,"Arce Cardenas",0,0,0,,,0,0,,
535,Archer,0,0,0,,,0,0,,
536,Archibeque,0,0,0,,,0,0,,
537,Archuleta,0,0,0,,,0,0,,
538,Arciniega,0,0,0,,,0,0,,
539,Arcos,0,0,0,,,0,0,,
339,AREDS,1,0,0,,,0,0,,
607,Arellano,0,0,0,,,0,0,,
608,"Arellano Jaimes",0,0,0,,,0,0,,
609,"Arenas Bustaman",0,0,0,,,0,0,,
610,Arenivar,0,0,0,,,0,0,,
611,Arevalo,0,0,0,,,0,0,,
612,"Arevalo Gil",0,0,0,,,0,0,,
540,Arias,0,0,0,,,0,0,,
541,"Arias Bautista",0,0,0,,,0,0,,
542,"Arias Juarez",0,0,0,,,0,0,,
17,Aricept,0,0,0,,,0,0,135446,
543,Arizmendi,0,0,0,,,0,0,,
544,Arman,0,0,0,,,0,0,,
545,Armendariz,0,0,0,,,0,0,,
546,Armiento,0,0,0,,,0,0,,
547,Armijo,0,0,0,,,0,0,,
548,Armstrong,0,0,0,,,0,0,,
549,Arons,0,0,0,,,0,0,,
550,Arquilla,0,0,0,,,0,0,,
551,Arredondo,0,0,0,,,0,0,,
613,Arrella,0,0,0,,,0,0,,
614,"Arreola Rios",0,0,0,,,0,0,,
615,Arriaga,0,0,0,,,0,0,,
616,"Arriaga Villega",0,0,0,,,0,0,,
617,Arrieta,0,0,0,,,0,0,,
618,Arrigale,0,0,0,,,0,0,,
619,Arrington,0,0,0,,,0,0,,
620,Arriola,0,0,0,,,0,0,,
621,Arroyo,0,0,0,,,0,0,,
552,"Arroyo Medina",0,0,0,,,0,0,,
553,Arrula,0,0,0,,,0,0,,
554,Arsenault,0,0,0,,,0,0,,
555,Arteaga,0,0,0,,,0,0,,
556,Arthur,0,0,0,,,0,0,,
221,"Artificial tears",0,0,0,,,0,0,,
557,Artingstall,0,0,0,,,0,0,,
558,Arviso,0,0,0,,,0,0,,
559,Aryan,0,0,0,,,0,0,,
560,Aryev,0,0,0,,,0,0,,
561,"Ascencio De Monjaras",0,0,0,,,0,0,,
562,Ascota,0,0,0,,,0,0,,
622,Ashby,0,0,0,,,0,0,,
623,Ashcroft,0,0,0,,,0,0,,
624,Ashe,0,0,0,,,0,0,,
625,Asher,0,0,0,,,0,0,,
626,Ashley,0,0,0,,,0,0,,
627,Ashlyn,0,0,0,,,0,0,,
628,Ashton,0,0,0,,,0,0,,
629,Ashworth,0,0,0,,,0,0,,
226,Aspirin,0,0,0,,,0,0,1191,
630,Assmann,0,0,0,,,0,0,,
631,"Ast Denman",0,0,0,,,0,0,,
166,Astepro,0,0,0,,,0,0,824962,
632,Atayde,0,0,0,,,0,0,,
633,ATEAGA,0,0,0,,,0,0,,
244,Atenolol,0,0,0,,,0,0,1202,
563,Atienza,0,0,0,,,0,0,,
564,Atkins,0,0,0,,,0,0,,
565,Atkinson,0,0,0,,,0,0,,
566,Atlas,0,0,0,,,0,0,,
333,Atorvastatin,0,0,0,,,0,0,83367,
207,Atropine,0,0,0,,,0,0,1223,
21,Atrovent,0,0,0,,,0,0,151390,
14,"Atrovent Inhaler",0,0,0,,,0,0,,
567,Atwood,0,0,0,,,0,0,,
568,Audevez,0,0,0,,,0,0,,
569,Augustine,0,0,0,,,0,0,,
570,Augustyne,0,0,0,,,0,0,,
571,Ault,0,0,0,,,0,0,,
572,Austin,0,0,0,,,0,0,,
573,Autry,0,0,0,,,0,0,,
634,Avalon,0,0,0,,,0,0,,
635,Avalos,0,0,0,,,0,0,,
636,"Avalos Sanchez",0,0,0,,,0,0,,
18,Avandia,0,0,0,,,0,0,261455,
637,Avant,0,0,0,,,0,0,,
638,Avelar,0,0,0,,,0,0,,
639,Averill,0,0,0,,,0,0,,
640,Avery,0,0,0,,,0,0,,
641,Avikian,0,0,0,,,0,0,,
574,Avila,0,0,0,,,0,0,,
575,Aviles,0,0,0,,,0,0,,
19,Avodart,0,0,0,,,0,0,352453,
576,Axelrod,0,0,0,,,0,0,,
577,Axton,0,0,0,,,0,0,,
578,Ayala,0,0,0,,,0,0,,
642,"Ayala Juarez",0,0,0,,,0,0,,
643,"Ayala Villegas",0,0,0,,,0,0,,
644,Ayon,0,0,0,,,0,0,,
645,Ayoub,0,0,0,,,0,0,,
646,Ayres,0,0,0,,,0,0,,
647,Ayyar,0,0,0,,,0,0,,
648,Azaraksh,0,0,0,,,0,0,,
167,AzaSite,1,0,0,,,1,0,706869,
270,Azelastine,1,0,0,,,1,0,18603,
649,Azer,0,0,0,,,0,0,,
20,Azithromycin,0,0,0,,,0,0,18631,
650,Aziz,0,0,0,,,0,0,,
199,Azopt,1,0,0,,,1,0,194882,
651,Baadh,0,0,0,,,0,0,,
652,Babiuc,0,0,0,,,0,0,,
235,"Baby Aspirin",0,0,0,,,0,0,,
579,Baca,0,0,0,,,0,0,,
580,Bacarella,0,0,0,,,0,0,,
581,Baccaire,0,0,0,,,0,0,,
582,Bach,0,0,0,,,0,0,,
583,Bachant,0,0,0,,,0,0,,
584,Bachus,0,0,0,,,0,0,,
585,Bacigaluppi,0,0,0,,,0,0,,
586,Bacilio,0,0,0,,,0,0,,
587,Baciu,0,0,0,,,0,0,,
588,Backlund,0,0,0,,,0,0,,
589,Badt,0,0,0,,,0,0,,
590,Badwal,0,0,0,,,0,0,,
591,Bagdol,0,0,0,,,0,0,,
592,Bagley,0,0,0,,,0,0,,
653,Bagwell,0,0,0,,,0,0,,
654,Baier,0,0,0,,,0,0,,
655,Bailey,0,0,0,,,0,0,,
656,Bain,0,0,0,,,0,0,,
657,Bair,0,0,0,,,0,0,,
593,Baird,0,0,0,,,0,0,,
594,Bajet,0,0,0,,,0,0,,
595,Baker,0,0,0,,,0,0,,
658,Balady,0,0,0,,,0,0,,
659,Balais,0,0,0,,,0,0,,
660,Balanay,0,0,0,,,0,0,,
661,Balas,0,0,0,,,0,0,,
662,Balderas,0,0,0,,,0,0,,
663,Balderrama,0,0,0,,,0,0,,
664,Baldovino,0,0,0,,,0,0,,
665,Baldus,0,0,0,,,0,0,,
666,Baldwin,0,0,0,,,0,0,,
667,Bales,0,0,0,,,0,0,,
668,Balingit,0,0,0,,,0,0,,
669,Balkir,0,0,0,,,0,0,,
670,Ballard,0,0,0,,,0,0,,
671,Ballegeer-Oren,0,0,0,,,0,0,,
672,Ballesteros,0,0,0,,,0,0,,
673,Ballier,0,0,0,,,0,0,,
674,Balmirez,0,0,0,,,0,0,,
738,Balogh,0,0,0,,,0,0,,
739,Balsley,0,0,0,,,0,0,,
740,Balsz,0,0,0,,,0,0,,
741,Baltasar,0,0,0,,,0,0,,
742,Baltazar,0,0,0,,,0,0,,
743,Baltier,0,0,0,,,0,0,,
744,Baluyut,0,0,0,,,0,0,,
745,Bambusch,0,0,0,,,0,0,,
746,Bammer,0,0,0,,,0,0,,
747,Banawa,0,0,0,,,0,0,,
748,"Banawa Sr.",0,0,0,,,0,0,,
749,Bandary,0,0,0,,,0,0,,
750,Bandli,0,0,0,,,0,0,,
675,Bane,0,0,0,,,0,0,,
676,Banks,0,0,0,,,0,0,,
677,Banning,0,0,0,,,0,0,,
678,Bannister,0,0,0,,,0,0,,
679,Barajas,0,0,0,,,0,0,,
680,"Barajas Garcia",0,0,0,,,0,0,,
751,Baratka,0,0,0,,,0,0,,
752,Barba,0,0,0,,,0,0,,
753,Barber,0,0,0,,,0,0,,
754,Barbosa,0,0,0,,,0,0,,
755,Barcroft,0,0,0,,,0,0,,
756,Bard,0,0,0,,,0,0,,
757,Bardell,0,0,0,,,0,0,,
758,Bardin,0,0,0,,,0,0,,
759,Bardon,0,0,0,,,0,0,,
760,Bardsley,0,0,0,,,0,0,,
761,Barela,0,0,0,,,0,0,,
762,Barer,0,0,0,,,0,0,,
763,Barger,0,0,0,,,0,0,,
681,Barlow,0,0,0,,,0,0,,
682,Barnao,0,0,0,,,0,0,,
683,Barnes,0,0,0,,,0,0,,
684,Barney,0,0,0,,,0,0,,
685,Barr,0,0,0,,,0,0,,
686,Barra,0,0,0,,,0,0,,
687,Barragan,0,0,0,,,0,0,,
688,"Barragan Mojica",0,0,0,,,0,0,,
689,Barrantes,0,0,0,,,0,0,,
690,Barredo,0,0,0,,,0,0,,
764,Barrena,0,0,0,,,0,0,,
765,Barrera,0,0,0,,,0,0,,
766,Barrett,0,0,0,,,0,0,,
767,Barrick,0,0,0,,,0,0,,
768,Barrientos,0,0,0,,,0,0,,
769,Barrios,0,0,0,,,0,0,,
770,Barrow,0,0,0,,,0,0,,
771,"Barrtentos Corona",0,0,0,,,0,0,,
772,"Barry III",0,0,0,,,0,0,,
773,Barsamian,0,0,0,,,0,0,,
774,Barssom,0,0,0,,,0,0,,
691,Bartell,0,0,0,,,0,0,,
692,Bartels,0,0,0,,,0,0,,
693,Barth,0,0,0,,,0,0,,
694,Bartha,0,0,0,,,0,0,,
695,BARTHolio,0,0,0,,,0,0,,
696,Bartlett,0,0,0,,,0,0,,
697,Bartley,0,0,0,,,0,0,,
698,Barton,0,0,0,,,0,0,,
699,Bartulias,0,0,0,,,0,0,,
775,Baruth,0,0,0,,,0,0,,
776,Barwell,0,0,0,,,0,0,,
777,Bascom,0,0,0,,,0,0,,
778,Base,0,0,0,,,0,0,,
779,Bashir,0,0,0,,,0,0,,
780,Basich,0,0,0,,,0,0,,
781,Basilio,0,0,0,,,0,0,,
782,Bass,0,0,0,,,0,0,,
783,Bassal,0,0,0,,,0,0,,
784,Bastias,0,0,0,,,0,0,,
785,Batalla,0,0,0,,,0,0,,
786,Batchlor,0,0,0,,,0,0,,
700,Bates,0,0,0,,,0,0,,
701,BaThaung,0,0,0,,,0,0,,
702,Batista,0,0,0,,,0,0,,
703,Batruk,0,0,0,,,0,0,,
704,Batt,0,0,0,,,0,0,,
705,Battiste,0,0,0,,,0,0,,
706,Baudo,0,0,0,,,0,0,,
707,Bauer,0,0,0,,,0,0,,
708,Baur,0,0,0,,,0,0,,
709,Bautista,0,0,0,,,0,0,,
710,Bavi,0,0,0,,,0,0,,
711,Baxter,0,0,0,,,0,0,,
787,"Baxter Botta",0,0,0,,,0,0,,
788,Bayat,0,0,0,,,0,0,,
789,Bayless,0,0,0,,,0,0,,
790,Bays,0,0,0,,,0,0,,
791,Baysinger,0,0,0,,,0,0,,
792,Bazan,0,0,0,,,0,0,,
793,Bazargani,0,0,0,,,0,0,,
794,Bazua,0,0,0,,,0,0,,
795,"Bazua Sainz",0,0,0,,,0,0,,
796,Beach,0,0,0,,,0,0,,
712,Beall,0,0,0,,,0,0,,
713,Beamer,0,0,0,,,0,0,,
714,Beard,0,0,0,,,0,0,,
715,Beasley,0,0,0,,,0,0,,
716,Beaver,0,0,0,,,0,0,,
717,Becerra,0,0,0,,,0,0,,
718,"Becerra Moran",0,0,0,,,0,0,,
719,Becerril,0,0,0,,,0,0,,
720,Beck,0,0,0,,,0,0,,
797,Becker,0,0,0,,,0,0,,
798,Beckman,0,0,0,,,0,0,,
799,Beckwith,0,0,0,,,0,0,,
800,Bedard-Dureza,0,0,0,,,0,0,,
801,Bedford,0,0,0,,,0,0,,
802,Bedrosian,0,0,0,,,0,0,,
803,BeeBe,0,0,0,,,0,0,,
804,Beeckmans,0,0,0,,,0,0,,
805,Behnke,0,0,0,,,0,0,,
721,BEHREND,0,0,0,,,0,0,,
722,Behrens,0,0,0,,,0,0,,
723,Beigler,0,0,0,,,0,0,,
724,Belcher,0,0,0,,,0,0,,
725,Beljean,0,0,0,,,0,0,,
726,Bell,0,0,0,,,0,0,,
806,Bellamy,0,0,0,,,0,0,,
807,Bellanca,0,0,0,,,0,0,,
808,Beller,0,0,0,,,0,0,,
809,Bellinger,0,0,0,,,0,0,,
810,Bello,0,0,0,,,0,0,,
811,Belmont,0,0,0,,,0,0,,
812,Belstler,0,0,0,,,0,0,,
813,Beltran,0,0,0,,,0,0,,
814,"Beltran Hughes",0,0,0,,,0,0,,
815,"Beltran Perez",0,0,0,,,0,0,,
730,Ben-David,0,0,0,,,0,0,,
816,Benaroya,0,0,0,,,0,0,,
727,Benavides,0,0,0,,,0,0,,
728,"Benavides Quintero",0,0,0,,,0,0,,
729,Benbenek,0,0,0,,,0,0,,
731,Bender,0,0,0,,,0,0,,
732,Benedict,0,0,0,,,0,0,,
733,Benford,0,0,0,,,0,0,,
734,BENITEZ,0,0,0,,,0,0,,
735,Benjamin,0,0,0,,,0,0,,
736,Benkert,0,0,0,,,0,0,,
737,Benkie,0,0,0,,,0,0,,
817,Benna,0,0,0,,,0,0,,
818,Bennet,0,0,0,,,0,0,,
819,Bennett,0,0,0,,,0,0,,
820,Benoit,0,0,0,,,0,0,,
821,Benson,0,0,0,,,0,0,,
822,Bent,0,0,0,,,0,0,,
823,Bentley,0,0,0,,,0,0,,
824,"Bentley Buckman",0,0,0,,,0,0,,
825,Benzler,0,0,0,,,0,0,,
168,Bepreve,1,0,0,,,1,0,863039,
826,Berber,0,0,0,,,0,0,,
827,Berchenko,0,0,0,,,0,0,,
828,Berg,0,0,0,,,0,0,,
829,Berger,0,0,0,,,0,0,,
830,Berlinski,0,0,0,,,0,0,,
831,Berman,0,0,0,,,0,0,,
832,Bermudez,0,0,0,,,0,0,,
833,"Bermudez Ramirez",0,0,0,,,0,0,,
834,Bern,0,0,0,,,0,0,,
835,BERNAL,0,0,0,,,0,0,,
836,Bernard,0,0,0,,,0,0,,
837,Bernardo,0,0,0,,,0,0,,
920,Bernath,0,0,0,,,0,0,,
921,Bernhard,0,0,0,,,0,0,,
922,Bernhardt,0,0,0,,,0,0,,
923,Bernier,0,0,0,,,0,0,,
924,Bernner,0,0,0,,,0,0,,
925,Berns,0,0,0,,,0,0,,
926,Berry,0,0,0,,,0,0,,
927,Bertrand,0,0,0,,,0,0,,
928,Bertsch,0,0,0,,,0,0,,
929,Bertsche,0,0,0,,,0,0,,
252,Betagan,1,0,0,,,1,0,151434,
930,Betancur,0,0,0,,,0,0,,
170,Betaxon,0,0,0,,,0,0,,
271,Betimol,1,0,0,,,1,0,215672,
272,"Betoptic S",1,0,0,,,1,0,215673,
838,Betton,0,0,0,,,0,0,,
839,Betts,0,0,0,,,0,0,,
840,Bettschen,0,0,0,,,0,0,,
841,BEVERLY,0,0,0,,,0,0,,
842,Bhaduri,0,0,0,,,0,0,,
843,Bianco,0,0,0,,,0,0,,
844,Bickel,0,0,0,,,0,0,,
845,Bienvenu,0,0,0,,,0,0,,
846,Bierman,0,0,0,,,0,0,,
847,Biermann,0,0,0,,,0,0,,
848,Bihner,0,0,0,,,0,0,,
849,Biklen,0,0,0,,,0,0,,
850,Billings,0,0,0,,,0,0,,
931,Bills,0,0,0,,,0,0,,
932,Bilous,0,0,0,,,0,0,,
933,Bilski,0,0,0,,,0,0,,
934,Binge,0,0,0,,,0,0,,
935,Binkerd,0,0,0,,,0,0,,
936,Binkley,0,0,0,,,0,0,,
937,Binu,0,0,0,,,0,0,,
938,Bir,0,0,0,,,0,0,,
939,Birch,0,0,0,,,0,0,,
940,Birnbaum,0,0,0,,,0,0,,
941,Birney,0,0,0,,,0,0,,
942,Bishoff,0,0,0,,,0,0,,
851,Bishop,0,0,0,,,0,0,,
852,Bishop-Anton,0,0,0,,,0,0,,
853,Bisquera,0,0,0,,,0,0,,
854,Bissot,0,0,0,,,0,0,,
855,Bitikofer,0,0,0,,,0,0,,
856,Bivens,0,0,0,,,0,0,,
857,Bixon,0,0,0,,,0,0,,
858,Black,0,0,0,,,0,0,,
859,Blackbird,0,0,0,,,0,0,,
860,Blackburn,0,0,0,,,0,0,,
861,Blackford,0,0,0,,,0,0,,
943,Blackledge,0,0,0,,,0,0,,
944,Blackman,0,0,0,,,0,0,,
945,Blackshere,0,0,0,,,0,0,,
946,Blackwell,0,0,0,,,0,0,,
947,Blair,0,0,0,,,0,0,,
948,Blaker,0,0,0,,,0,0,,
949,Blancas,0,0,0,,,0,0,,
950,Blanchard,0,0,0,,,0,0,,
862,Blanchette,0,0,0,,,0,0,,
863,Blanco,0,0,0,,,0,0,,
864,"Blanco Pena",0,0,0,,,0,0,,
865,Blandon,0,0,0,,,0,0,,
866,Blaney,0,0,0,,,0,0,,
867,Blank,0,0,0,,,0,0,,
868,Blanks,0,0,0,,,0,0,,
869,Blanton,0,0,0,,,0,0,,
870,Blasdel,0,0,0,,,0,0,,
871,Blauvelt,0,0,0,,,0,0,,
872,Bleecker,0,0,0,,,0,0,,
873,Bleothe,0,0,0,,,0,0,,
273,Bleph-10,1,0,0,,,1,0,215702,
274,Blephamide,1,0,0,,,1,0,215703,
874,Blevins,0,0,0,,,0,0,,
951,Blochowski,0,0,0,,,0,0,,
952,Block,0,0,0,,,0,0,,
953,Bloethe,0,0,0,,,0,0,,
954,Blondheim,0,0,0,,,0,0,,
955,Bloom,0,0,0,,,0,0,,
956,Bloomer,0,0,0,,,0,0,,
957,Blount,0,0,0,,,0,0,,
958,Blow,0,0,0,,,0,0,,
875,Blue,0,0,0,,,0,0,,
876,Blum,0,0,0,,,0,0,,
877,Blumson,0,0,0,,,0,0,,
878,BLYE,0,0,0,,,0,0,,
879,Boal,0,0,0,,,0,0,,
880,Bob,0,0,0,,,0,0,,
